level,domain,kind,value,context
warn,unused_item,gear:medium_helmet,no_known_system_reference
warn,unused_item,part:none,no_known_system_reference
warn,unused_item,part:antenna,no_known_system_reference
warn,unused_item,part:antlers,no_known_system_reference
warn,unused_item,part:arcane_fragment,no_known_system_reference
warn,unused_item,part:armor_plate,no_known_system_reference
warn,unused_item,part:bone,no_known_system_reference
warn,unused_item,part:bone_ash,no_known_system_reference
warn,unused_item,part:bone_fragment,no_known_system_reference
warn,unused_item,part:charred_scale,no_known_system_reference
warn,unused_item,part:claw,no_known_system_reference
warn,unused_item,part:cursed_essence,no_known_system_reference
warn,unused_item,part:essence_shard,no_known_system_reference
warn,unused_item,part:eye,no_known_system_reference
warn,unused_item,part:feather,no_known_system_reference
warn,unused_item,part:fire_gland,no_known_system_reference
warn,unused_item,part:frost_crystal,no_known_system_reference
warn,unused_item,part:fur,no_known_system_reference
warn,unused_item,part:hard_core,no_known_system_reference
warn,unused_item,part:hardened_scale,no_known_system_reference
warn,unused_item,part:hide_plate,no_known_system_reference
warn,unused_item,part:horn,no_known_system_reference
warn,unused_item,part:horn_skin,no_known_system_reference
warn,unused_item,part:ice_gland,no_known_system_reference
warn,unused_item,part:leather,no_known_system_reference
warn,unused_item,part:limb,no_known_system_reference
warn,unused_item,part:scale,no_known_system_reference
warn,unused_item,part:secretions,no_known_system_reference
warn,unused_item,part:shadow_skin,no_known_system_reference
warn,unused_item,part:skull_shard,no_known_system_reference
warn,unused_item,part:slime,no_known_system_reference
warn,unused_item,part:soul_fragment,no_known_system_reference
warn,unused_item,part:tongue,no_known_system_reference
warn,unused_item,part:venom_gland,no_known_system_reference
warn,unused_item,part:venom_sac,no_known_system_reference
warn,unused_item,part:wing,no_known_system_reference
warn,unused_item,remains:ashes,no_known_system_reference
warn,unused_item,remains:blood,no_known_system_reference
warn,unused_item,remains:bone_powder,no_known_system_reference
warn,unused_item,remains:ember_remnant,no_known_system_reference
warn,unused_item,remains:etheral_thread,no_known_system_reference
warn,unused_item,remains:frost_core,no_known_system_reference
warn,unused_item,remains:ichor,no_known_system_reference
warn,unused_item,remains:moon_shard,no_known_system_reference
warn,unused_item,remains:obsidian_splinter,no_known_system_reference
warn,unused_item,remains:charged_crystal,no_known_system_reference
warn,unused_item,remains:obsidian_fragment,no_known_system_reference
warn,unused_item,remains:stardust,no_known_system_reference
warn,unused_item,remains:soul_dust,no_known_system_reference
warn,unused_item,remains:star_dust,no_known_system_reference
warn,unused_item,remains:tears,no_known_system_reference
warn,unused_item,remains:void_essence,no_known_system_reference
warn,unused_item,rune:AURAM,no_known_system_reference
warn,unused_item,rune:ECSECUTIO,no_known_system_reference
warn,unused_item,rune:EXTENDERE,no_known_system_reference
warn,unused_item,rune:FLUXUS,no_known_system_reference
warn,unused_item,rune:FUROR,no_known_system_reference
warn,unused_item,rune:GELIDUS,no_known_system_reference
warn,unused_item,rune:GALCIES,no_known_system_reference
warn,unused_item,rune:IGNIS,no_known_system_reference
warn,unused_item,rune:IMMORTALIS,no_known_system_reference
warn,unused_item,rune:MAGMA,no_known_system_reference
warn,unused_item,rune:MARTYRIS,no_known_system_reference
warn,unused_item,rune:MEDELA,no_known_system_reference
warn,unused_item,rune:SANCTUS,no_known_system_reference
warn,unused_item,rune:SANGUIS,no_known_system_reference
warn,unused_item,rune:SPECULUM,no_known_system_reference
warn,unused_item,rune:TEMERARIUS,no_known_system_reference
warn,unused_item,rune:TRAJECTIO,no_known_system_reference
warn,unused_item,rune:ULTIO,no_known_system_reference
warn,unused_item,rune:VENENUM,no_known_system_reference
warn,unused_item,rune:VIPERA,no_known_system_reference
